transaction_id,city,transaction_date,card_type,exp_type,gender,amount
20775,Lucknow,16-12-2013,Silver,Fuel,F,258779.00
20776,Chennai,07-09-2014,Platinum,Food,M,42163.00
20777,Hyderabad,06-07-2014,Gold,Entertainment,M,197454.00
20778,Lucknow,03-06-2014,Gold,Bills,F,129920.00
20779,Surat,13-04-2015,Signature,Grocery,M,118953.00
20780,Pune,08-11-2014,Gold,Grocery,F,184398.00
20781,Surat,27-12-2014,Silver,Entertainment,M,33810.00
20782,Surat,22-04-2015,Platinum,Food,F,179772.00
20783,Jaipur,23-02-2014,Silver,Entertainment,M,115844.00
20784,Kanpur,18-06-2014,Gold,Entertainment,F,61353.00
20785,Hyderabad,11-03-2014,Signature,Grocery,F,51069.00
20786,Chennai,26-02-2014,Gold,Bills,F,165387.00
20787,Surat,29-08-2014,Platinum,Entertainment,F,259005.00
20788,Pune,03-02-2015,Platinum,Entertainment,M,107489.00
20789,Pune,16-04-2014,Gold,Entertainment,M,202135.00
20790,Surat,19-02-2014,Silver,Entertainment,F,20174.00
20791,Jaipur,08-03-2014,Platinum,Entertainment,F,187862.00
20792,Chennai,30-06-2014,Silver,Food,F,269901.00
20793,Surat,12-11-2013,Silver,Bills,M,19366.00
20794,Surat,07-04-2015,Signature,Grocery,M,158238.00
20795,Pune,15-02-2014,Gold,Entertainment,F,158421.00
20796,Hyderabad,10-01-2015,Platinum,Bills,M,289774.00
20797,Jaipur,26-09-2014,Platinum,Food,F,32145.00
20798,Kolkata,01-05-2014,Platinum,Food,F,250174.00
20799,Pune,29-11-2014,Signature,Food,M,33930.00
20800,Jaipur,17-10-2014,Signature,Fuel,M,142272.00
20801,Chennai,08-03-2015,Platinum,Fuel,F,111943.00
20802,Pune,05-10-2013,Silver,Grocery,F,22267.00
20803,Surat,25-07-2014,Signature,Entertainment,F,4389.00
20804,Kanpur,27-10-2013,Platinum,Grocery,M,24358.00
20805,Kolkata,16-03-2014,Gold,Bills,M,187831.00
20806,Kanpur,15-06-2014,Silver,Entertainment,M,174235.00
20807,Pune,23-10-2014,Gold,Food,F,283148.00
20808,Pune,18-10-2013,Silver,Bills,M,164513.00
20809,Kanpur,07-04-2014,Platinum,Bills,M,296126.00
20810,Surat,10-05-2014,Gold,Bills,M,169780.00
20811,Chennai,23-11-2014,Gold,Food,F,207792.00
20812,Hyderabad,15-05-2014,Platinum,Grocery,M,241800.00
20813,Kolkata,28-06-2014,Platinum,Grocery,F,105155.00
20814,Kanpur,24-07-2014,Gold,Grocery,M,106604.00
20815,Pune,23-11-2014,Platinum,Entertainment,M,70101.00
20816,Surat,18-08-2014,Gold,Food,M,7880.00
20817,Hyderabad,18-10-2013,Platinum,Entertainment,F,85915.00
20818,Lucknow,15-12-2013,Platinum,Bills,F,293244.00
20819,Surat,11-08-2014,Gold,Fuel,F,181037.00
20820,Hyderabad,04-11-2013,Signature,Grocery,F,161750.00
20821,Chennai,26-03-2014,Platinum,Grocery,M,145423.00
20822,Kanpur,14-02-2014,Gold,Food,M,160046.00
20823,Hyderabad,11-06-2014,Signature,Fuel,M,134067.00
20824,Chennai,18-01-2015,Gold,Entertainment,F,212570.00
20825,Jaipur,14-01-2014,Gold,Food,M,200729.00
20826,Hyderabad,24-05-2015,Signature,Food,M,135262.00
20827,Chennai,01-05-2015,Signature,Grocery,M,222674.00
20828,Chennai,11-10-2014,Gold,Grocery,M,160702.00
20829,Chennai,18-07-2014,Gold,Entertainment,F,212641.00
20830,Jaipur,05-02-2014,Silver,Bills,M,176310.00
20831,Kanpur,17-12-2014,Silver,Food,F,174350.00
20832,Lucknow,12-04-2015,Gold,Grocery,F,101920.00
20833,Kolkata,21-05-2014,Gold,Bills,F,8224.00
20834,Kolkata,05-04-2015,Gold,Fuel,M,74701.00
20835,Lucknow,14-06-2014,Gold,Fuel,F,255517.00
20836,Lucknow,24-11-2013,Silver,Bills,F,31973.00
20837,Kolkata,13-04-2015,Silver,Bills,M,161737.00
20838,Surat,21-10-2014,Silver,Grocery,F,260385.00
20839,Pune,31-07-2014,Silver,Entertainment,M,137283.00
20840,Pune,02-05-2015,Platinum,Grocery,M,29050.00
20841,Chennai,11-05-2014,Signature,Entertainment,M,201783.00
20842,Hyderabad,22-01-2015,Silver,Fuel,F,149076.00
20843,Jaipur,25-04-2015,Signature,Food,F,299689.00
20844,Kanpur,13-12-2013,Gold,Grocery,M,20490.00
20845,Kolkata,17-01-2014,Signature,Entertainment,M,83593.00
20846,Surat,18-12-2014,Platinum,Fuel,M,109135.00
20847,Kanpur,08-05-2015,Signature,Entertainment,F,198143.00
20848,Kolkata,18-04-2015,Gold,Fuel,M,230372.00
20849,Lucknow,23-04-2014,Silver,Fuel,F,10026.00
20850,Kolkata,25-12-2013,Signature,Bills,M,183290.00
20851,Surat,28-04-2015,Platinum,Entertainment,F,284796.00
20852,Jaipur,09-11-2013,Platinum,Grocery,M,142819.00
20853,Chennai,04-02-2015,Platinum,Entertainment,M,281464.00
20854,Jaipur,09-10-2013,Gold,Grocery,F,48891.00
20855,Pune,01-01-2014,Gold,Fuel,F,107454.00
20856,Chennai,25-03-2015,Signature,Bills,M,299414.00
20857,Hyderabad,21-05-2014,Platinum,Fuel,F,226626.00
20858,Kolkata,14-07-2014,Gold,Food,F,81795.00
20859,Jaipur,03-05-2015,Signature,Bills,F,184549.00
20860,Kanpur,04-12-2013,Silver,Fuel,M,284224.00
20861,Lucknow,11-11-2014,Platinum,Fuel,M,216365.00
20862,Lucknow,08-12-2014,Silver,Fuel,M,92275.00
20863,Kolkata,17-05-2015,Platinum,Fuel,M,244037.00
20864,Kanpur,03-04-2014,Platinum,Food,M,41311.00
20865,Surat,18-02-2015,Silver,Grocery,F,63706.00
20866,Kanpur,18-03-2015,Silver,Entertainment,F,230092.00
20867,Lucknow,08-10-2014,Signature,Entertainment,F,68658.00
20868,Hyderabad,02-05-2015,Gold,Food,M,126234.00
20869,Pune,05-10-2013,Gold,Food,M,236710.00
20870,Pune,09-08-2014,Platinum,Grocery,F,10584.00
20871,Kolkata,12-07-2014,Silver,Food,F,211895.00
20872,Chennai,20-11-2013,Gold,Entertainment,M,150046.00
20873,Hyderabad,03-02-2014,Platinum,Fuel,F,181145.00
20874,Kolkata,02-04-2014,Platinum,Grocery,F,280719.00
20875,Chennai,04-01-2014,Silver,Fuel,M,3078.00
20876,Pune,07-12-2013,Silver,Bills,F,175746.00
20877,Chennai,29-07-2014,Platinum,Food,M,111787.00
20878,Chennai,24-08-2014,Silver,Grocery,M,59392.00
20879,Hyderabad,13-04-2015,Signature,Grocery,M,84426.00
20880,Pune,24-10-2013,Platinum,Bills,F,20258.00
20881,Hyderabad,15-05-2014,Platinum,Entertainment,M,180235.00
20882,Pune,28-12-2013,Silver,Grocery,M,67546.00
20883,Hyderabad,15-04-2014,Platinum,Bills,M,150785.00
20884,Hyderabad,08-10-2014,Gold,Food,M,61875.00
20885,Kanpur,01-03-2015,Platinum,Entertainment,M,174038.00
20886,Jaipur,29-01-2015,Signature,Entertainment,F,24414.00
20887,Pune,15-05-2014,Silver,Fuel,M,154680.00
20888,Lucknow,13-01-2015,Platinum,Entertainment,F,178149.00
20889,Lucknow,31-01-2014,Platinum,Fuel,M,131352.00
20890,Pune,28-10-2014,Silver,Grocery,M,53323.00
20891,Lucknow,01-08-2014,Gold,Fuel,F,194220.00
20892,Jaipur,24-10-2013,Signature,Entertainment,M,57644.00
20893,Surat,06-11-2014,Silver,Food,F,1686.00
20894,Kolkata,23-02-2014,Platinum,Fuel,M,277954.00
20895,Kolkata,22-03-2015,Gold,Entertainment,M,116338.00
20896,Kolkata,25-07-2014,Gold,Food,F,172319.00
20897,Jaipur,30-04-2014,Gold,Grocery,M,169458.00
20898,Pune,14-10-2013,Platinum,Grocery,M,22185.00
20899,Lucknow,21-06-2014,Gold,Grocery,M,182598.00
20900,Kanpur,08-09-2014,Gold,Entertainment,F,79756.00
20901,Lucknow,09-10-2014,Platinum,Food,F,87357.00
20902,Surat,11-06-2014,Platinum,Food,F,153515.00
20903,Chennai,08-12-2013,Gold,Bills,M,174470.00
20904,Lucknow,17-01-2015,Gold,Food,F,299641.00
20905,Chennai,05-10-2013,Gold,Bills,F,32874.00
20906,Kanpur,15-11-2013,Gold,Grocery,F,6619.00
20907,Lucknow,15-01-2014,Silver,Grocery,M,276952.00
20908,Chennai,27-05-2014,Gold,Fuel,F,261496.00
20909,Pune,09-07-2014,Platinum,Bills,F,148792.00
20910,Kolkata,11-06-2014,Signature,Grocery,M,150934.00
20911,Kanpur,12-06-2014,Gold,Food,M,232732.00
20912,Jaipur,21-09-2014,Silver,Fuel,F,155797.00
20913,Chennai,03-03-2015,Gold,Bills,F,282405.00
20914,Jaipur,14-07-2014,Platinum,Bills,M,66101.00
20915,Surat,30-12-2014,Platinum,Grocery,F,82740.00
20916,Chennai,19-03-2015,Platinum,Food,F,251222.00
20917,Hyderabad,29-03-2015,Silver,Fuel,M,114622.00
20918,Pune,18-01-2015,Silver,Food,F,154544.00
20919,Lucknow,30-03-2015,Platinum,Fuel,M,130274.00
20920,Lucknow,25-10-2013,Gold,Food,F,137176.00
20921,Kanpur,24-04-2015,Platinum,Entertainment,M,299053.00
20922,Hyderabad,14-04-2015,Silver,Food,F,276353.00
20923,Pune,12-05-2015,Signature,Fuel,F,44327.00
20924,Lucknow,27-07-2014,Gold,Entertainment,M,81749.00
20925,Pune,02-05-2015,Platinum,Bills,F,228538.00
20926,Chennai,16-10-2013,Silver,Fuel,M,49454.00
20927,Chennai,17-10-2013,Gold,Bills,F,280413.00
20928,Surat,07-02-2014,Gold,Fuel,M,1182.00
20929,Lucknow,01-09-2014,Platinum,Food,F,42602.00
20930,Kanpur,20-09-2014,Silver,Bills,F,163251.00
20931,Jaipur,26-01-2015,Gold,Fuel,M,220809.00
20932,Pune,07-01-2014,Silver,Food,M,231907.00
20933,Hyderabad,08-06-2014,Signature,Grocery,M,201060.00
20934,Hyderabad,23-02-2014,Platinum,Fuel,M,147561.00
20935,Kanpur,03-02-2015,Gold,Food,M,221070.00
20936,Pune,07-11-2013,Gold,Bills,F,261630.00
20937,Surat,24-02-2015,Gold,Entertainment,F,197736.00
20938,Kanpur,05-10-2013,Gold,Bills,F,19658.00
20939,Lucknow,20-02-2015,Silver,Fuel,F,118127.00
20940,Lucknow,15-03-2015,Silver,Fuel,F,62369.00
20941,Pune,19-01-2014,Gold,Bills,F,194362.00
20942,Lucknow,15-01-2015,Silver,Fuel,F,24798.00
20943,Kanpur,30-11-2014,Silver,Grocery,M,227492.00
20944,Kolkata,29-12-2014,Gold,Food,M,213150.00
20945,Lucknow,21-09-2014,Gold,Food,M,200447.00
20946,Hyderabad,01-06-2014,Gold,Grocery,M,161210.00
20947,Jaipur,02-02-2014,Silver,Fuel,M,211881.00
20948,Lucknow,15-10-2013,Silver,Food,M,27779.00
20949,Kanpur,11-04-2015,Signature,Fuel,M,256939.00
20950,Kanpur,03-06-2014,Platinum,Grocery,F,222989.00
20951,Lucknow,21-02-2015,Silver,Grocery,M,192583.00
20952,Lucknow,10-12-2014,Signature,Grocery,M,85679.00
20953,Lucknow,21-03-2015,Gold,Entertainment,M,199152.00
20954,Kolkata,31-05-2014,Signature,Entertainment,F,161379.00
20955,Pune,23-04-2015,Platinum,Fuel,F,239670.00
20956,Chennai,05-09-2014,Silver,Fuel,M,169699.00
20957,Pune,29-08-2014,Gold,Entertainment,F,108840.00
20958,Lucknow,19-11-2013,Gold,Fuel,F,28216.00
20959,Hyderabad,13-10-2014,Platinum,Grocery,F,52176.00
20960,Chennai,13-08-2014,Silver,Entertainment,F,53989.00
20961,Jaipur,05-08-2014,Silver,Bills,M,48932.00
20962,Kanpur,27-02-2015,Silver,Entertainment,F,80784.00
20963,Jaipur,08-02-2014,Signature,Bills,M,185932.00
20964,Lucknow,13-01-2015,Platinum,Grocery,M,280713.00
20965,Hyderabad,01-04-2014,Platinum,Grocery,M,57823.00
20966,Pune,01-10-2014,Gold,Grocery,F,298315.00
20967,Chennai,13-03-2015,Silver,Fuel,M,142519.00
20968,Chennai,29-03-2015,Gold,Entertainment,M,264521.00
20969,Surat,28-10-2013,Signature,Grocery,F,36459.00
20970,Hyderabad,16-08-2014,Gold,Entertainment,F,250909.00
20971,Kolkata,27-02-2014,Silver,Fuel,M,168754.00
20972,Jaipur,22-05-2014,Signature,Entertainment,F,162169.00
20973,Kolkata,26-02-2015,Gold,Grocery,F,114227.00
20974,Hyderabad,01-09-2014,Platinum,Bills,M,246029.00
20975,Jaipur,23-04-2015,Platinum,Fuel,M,69984.00
20976,Pune,01-05-2015,Silver,Grocery,F,247748.00
20977,Pune,04-09-2014,Gold,Food,M,151031.00
20978,Kolkata,13-05-2015,Gold,Food,F,142727.00
20979,Kolkata,23-10-2013,Gold,Entertainment,M,246849.00
20980,Pune,19-11-2013,Gold,Grocery,F,46429.00
20981,Surat,21-10-2013,Platinum,Fuel,F,214656.00
20982,Hyderabad,01-12-2014,Platinum,Fuel,M,165215.00
20983,Kolkata,27-05-2014,Platinum,Bills,F,48056.00
20984,Jaipur,31-10-2013,Gold,Entertainment,F,273219.00
20985,Chennai,18-10-2013,Silver,Bills,M,13861.00
20986,Jaipur,03-01-2014,Platinum,Bills,M,291708.00
20987,Pune,08-03-2014,Silver,Grocery,M,2588.00
20988,Hyderabad,19-02-2014,Gold,Entertainment,M,68505.00
20989,Chennai,26-12-2014,Signature,Bills,M,82175.00
20990,Kolkata,20-11-2013,Gold,Fuel,M,212030.00
20991,Chennai,25-02-2014,Gold,Entertainment,F,235769.00
20992,Surat,03-07-2014,Signature,Fuel,F,105786.00
20993,Chennai,05-05-2015,Platinum,Grocery,F,265501.00
20994,Surat,19-02-2014,Signature,Food,F,101200.00
20995,Jaipur,14-10-2013,Silver,Fuel,F,238690.00
20996,Hyderabad,02-05-2015,Platinum,Grocery,M,191724.00
20997,Hyderabad,25-10-2014,Platinum,Food,F,2749.00
20998,Kanpur,30-11-2014,Silver,Grocery,F,33818.00
20999,Jaipur,04-04-2014,Signature,Food,M,264747.00
21000,Pune,12-01-2015,Signature,Bills,F,146213.00
21001,Hyderabad,11-06-2014,Platinum,Grocery,M,148222.00
21002,Kolkata,03-11-2014,Silver,Grocery,M,112049.00
21003,Kanpur,11-12-2013,Silver,Grocery,M,281188.00
21004,Pune,11-01-2014,Gold,Fuel,F,284399.00
21005,Surat,22-01-2015,Signature,Bills,F,286611.00
21006,Kanpur,10-01-2015,Silver,Fuel,M,266002.00
21007,Hyderabad,27-07-2014,Silver,Food,M,108483.00
21008,Jaipur,04-03-2015,Silver,Grocery,F,238483.00
21009,Hyderabad,25-02-2015,Silver,Food,F,215396.00
21010,Lucknow,02-10-2014,Gold,Bills,M,140113.00
21011,Surat,16-05-2014,Signature,Food,F,246143.00
21012,Lucknow,20-11-2014,Gold,Entertainment,M,94062.00
21013,Jaipur,26-04-2014,Silver,Bills,M,145565.00
21014,Kolkata,06-02-2015,Platinum,Entertainment,F,89492.00
21015,Jaipur,19-04-2014,Gold,Grocery,F,199004.00
21016,Pune,24-04-2015,Silver,Bills,F,70041.00
21017,Lucknow,11-09-2014,Gold,Fuel,M,39962.00
21018,Surat,17-06-2014,Platinum,Bills,F,252541.00
21019,Lucknow,06-02-2015,Platinum,Entertainment,M,295612.00
21020,Pune,15-01-2014,Silver,Fuel,M,186803.00
21021,Hyderabad,08-12-2013,Platinum,Food,M,299751.00
21022,Surat,15-03-2014,Signature,Entertainment,F,45890.00
21023,Chennai,23-08-2014,Silver,Grocery,F,258562.00
21024,Kolkata,26-04-2015,Gold,Bills,M,95366.00
21025,Lucknow,10-07-2014,Platinum,Grocery,M,239490.00
21026,Chennai,26-10-2014,Gold,Fuel,M,198213.00
21027,Hyderabad,15-03-2015,Signature,Entertainment,M,111681.00
21028,Surat,05-10-2014,Silver,Entertainment,M,278257.00
21029,Lucknow,17-01-2014,Signature,Entertainment,M,226544.00
21030,Hyderabad,07-05-2014,Platinum,Fuel,F,28167.00
21031,Lucknow,19-08-2014,Signature,Food,M,105942.00
21032,Hyderabad,04-02-2014,Silver,Food,M,43847.00
21033,Pune,10-10-2014,Silver,Grocery,M,88109.00
21034,Jaipur,17-04-2015,Gold,Grocery,M,45556.00
21035,Jaipur,05-10-2013,Silver,Bills,M,217527.00
21036,Pune,31-12-2014,Silver,Bills,F,183894.00
21037,Kanpur,11-08-2014,Silver,Grocery,M,236832.00
21038,Jaipur,23-06-2014,Platinum,Food,F,219869.00
21039,Surat,03-09-2014,Platinum,Entertainment,M,180552.00
21040,Lucknow,12-12-2014,Signature,Grocery,M,229029.00
21041,Surat,15-03-2014,Signature,Grocery,F,240237.00
21042,Kanpur,07-08-2014,Gold,Bills,F,59339.00
21043,Jaipur,11-08-2014,Gold,Fuel,F,151553.00
21044,Jaipur,09-04-2014,Platinum,Grocery,F,288929.00
21045,Kanpur,30-11-2014,Silver,Grocery,M,236449.00
21046,Jaipur,06-05-2015,Signature,Bills,F,16982.00
21047,Lucknow,22-02-2014,Gold,Food,F,180445.00
21048,Kolkata,09-09-2014,Silver,Grocery,F,1491.00
21049,Chennai,22-11-2013,Gold,Food,F,222386.00
21050,Hyderabad,06-02-2014,Platinum,Food,M,276498.00
21051,Chennai,20-04-2015,Platinum,Entertainment,M,57357.00
21052,Jaipur,22-03-2015,Platinum,Bills,F,47174.00
21053,Surat,04-11-2014,Signature,Grocery,F,3197.00
21054,Kanpur,31-10-2013,Signature,Entertainment,F,287391.00
21055,Lucknow,09-11-2014,Platinum,Grocery,M,257182.00
21056,Jaipur,09-11-2014,Silver,Bills,F,194491.00
21057,Kolkata,03-05-2015,Silver,Bills,F,48778.00
21058,Kolkata,27-07-2014,Signature,Grocery,F,264854.00
21059,Lucknow,07-12-2013,Platinum,Food,F,295917.00
21060,Surat,06-05-2015,Signature,Food,M,173661.00
21061,Pune,08-03-2014,Platinum,Entertainment,M,158059.00
21062,Pune,05-05-2015,Signature,Grocery,F,171921.00
21063,Kolkata,04-03-2014,Silver,Entertainment,M,207622.00
21064,Chennai,05-02-2014,Signature,Food,M,251047.00
21065,Lucknow,01-12-2014,Signature,Fuel,M,150333.00
21066,Kanpur,22-03-2014,Silver,Fuel,F,184318.00
21067,Hyderabad,03-04-2014,Platinum,Grocery,F,78203.00
21068,Hyderabad,08-12-2013,Platinum,Bills,F,253619.00
21069,Chennai,06-10-2014,Silver,Entertainment,F,31157.00
21070,Chennai,13-12-2014,Signature,Grocery,F,200310.00
21071,Lucknow,27-02-2015,Gold,Grocery,M,73667.00
21072,Pune,09-06-2014,Platinum,Fuel,M,233649.00
21073,Kolkata,13-01-2014,Platinum,Entertainment,M,180457.00
21074,Hyderabad,18-12-2014,Silver,Grocery,M,112421.00
21075,Surat,29-03-2015,Gold,Grocery,F,164000.00
21076,Kolkata,13-11-2014,Signature,Bills,M,188324.00
21077,Chennai,19-03-2014,Signature,Entertainment,F,147225.00
21078,Chennai,08-11-2014,Gold,Fuel,F,5224.00
21079,Jaipur,28-06-2014,Platinum,Bills,F,222373.00
21080,Pune,18-09-2014,Gold,Entertainment,F,182762.00
21081,Lucknow,09-11-2014,Silver,Fuel,M,199625.00
21082,Lucknow,30-03-2014,Silver,Entertainment,M,55078.00
21083,Jaipur,04-12-2013,Signature,Entertainment,F,91290.00
21084,Pune,03-07-2014,Signature,Bills,M,241430.00
21085,Kanpur,03-01-2015,Signature,Entertainment,M,252946.00
21086,Hyderabad,02-09-2014,Platinum,Food,M,172762.00
21087,Surat,14-02-2014,Silver,Entertainment,F,246840.00
21088,Surat,09-12-2014,Platinum,Fuel,M,196389.00
21089,Jaipur,28-04-2015,Signature,Entertainment,M,261527.00
21090,Kanpur,10-05-2015,Signature,Entertainment,M,196896.00
21091,Surat,18-03-2014,Signature,Food,F,244739.00
21092,Jaipur,19-10-2014,Gold,Bills,M,201317.00
21093,Pune,19-01-2015,Silver,Entertainment,M,154024.00
21094,Kanpur,15-06-2014,Gold,Food,F,164812.00
21095,Surat,04-02-2014,Signature,Bills,F,192894.00
21096,Kolkata,11-02-2014,Platinum,Bills,F,182751.00
21097,Hyderabad,20-08-2014,Gold,Bills,M,87891.00
21098,Surat,02-05-2015,Signature,Fuel,M,269443.00
21099,Kolkata,31-12-2013,Gold,Entertainment,M,20386.00
21100,Hyderabad,04-04-2014,Platinum,Grocery,M,259513.00
21101,Jaipur,14-10-2014,Gold,Grocery,M,22802.00
21102,Hyderabad,21-11-2014,Gold,Fuel,F,93681.00
21103,Hyderabad,22-11-2014,Silver,Grocery,F,245669.00
21104,Hyderabad,16-01-2015,Signature,Fuel,F,207003.00
21105,Kolkata,09-05-2014,Signature,Grocery,F,47909.00
21106,Pune,21-05-2015,Signature,Food,M,290388.00
21107,Lucknow,06-01-2014,Silver,Fuel,M,92632.00
21108,Hyderabad,02-07-2014,Signature,Bills,M,17141.00
21109,Kanpur,08-05-2015,Gold,Food,M,186686.00
21110,Chennai,12-10-2013,Gold,Fuel,M,283417.00
21111,Kanpur,17-12-2014,Gold,Grocery,M,248058.00
21112,Lucknow,20-09-2014,Gold,Entertainment,F,292269.00
21113,Chennai,30-03-2015,Platinum,Food,F,111519.00
21114,Kanpur,19-02-2015,Platinum,Entertainment,M,122350.00
21115,Lucknow,02-03-2015,Signature,Grocery,F,246967.00
21116,Kolkata,18-11-2013,Platinum,Entertainment,M,5580.00
21117,Lucknow,24-10-2013,Platinum,Entertainment,M,289907.00
21118,Surat,28-09-2014,Silver,Fuel,F,61824.00
21119,Kanpur,03-03-2015,Gold,Food,M,277880.00
21120,Hyderabad,07-09-2014,Platinum,Food,F,221374.00
21121,Jaipur,16-04-2015,Signature,Entertainment,F,212542.00
21122,Surat,12-03-2014,Gold,Entertainment,F,85271.00
21123,Chennai,28-02-2015,Signature,Grocery,F,43117.00
21124,Chennai,29-11-2013,Signature,Grocery,F,130317.00
21125,Chennai,01-01-2014,Signature,Fuel,F,162400.00
21126,Chennai,20-02-2015,Platinum,Food,F,168868.00
21127,Pune,30-05-2014,Gold,Food,M,66668.00
21128,Kanpur,23-09-2014,Silver,Bills,M,256296.00
21129,Lucknow,12-11-2013,Silver,Food,F,77756.00
21130,Lucknow,17-03-2014,Gold,Entertainment,F,203694.00
21131,Kolkata,07-04-2014,Signature,Entertainment,F,27944.00
21132,Kanpur,31-03-2014,Platinum,Fuel,F,264585.00
21133,Pune,30-03-2015,Gold,Grocery,M,59741.00
21134,Jaipur,18-10-2014,Silver,Bills,F,128653.00
21135,Jaipur,25-08-2014,Signature,Bills,F,267289.00
21136,Hyderabad,03-04-2015,Platinum,Bills,M,212001.00
21137,Lucknow,23-03-2015,Platinum,Fuel,F,134701.00
21138,Kolkata,08-03-2015,Gold,Fuel,F,225247.00
21139,Lucknow,06-02-2015,Signature,Grocery,M,96997.00
21140,Hyderabad,07-09-2014,Gold,Bills,M,179585.00
21141,Lucknow,24-02-2014,Platinum,Entertainment,M,243106.00
21142,Surat,29-05-2014,Silver,Grocery,M,109314.00
21143,Chennai,16-09-2014,Silver,Grocery,F,12744.00
21144,Jaipur,23-10-2013,Signature,Bills,F,167379.00
21145,Jaipur,29-10-2014,Silver,Entertainment,M,235876.00
21146,Jaipur,09-03-2015,Signature,Bills,M,257002.00
21147,Hyderabad,11-11-2013,Platinum,Food,F,32140.00
21148,Chennai,07-11-2013,Platinum,Food,F,251985.00
21149,Kanpur,06-05-2014,Signature,Entertainment,M,36110.00
21150,Surat,01-05-2015,Silver,Fuel,F,288814.00
21151,Lucknow,08-10-2013,Silver,Fuel,F,32046.00
21152,Lucknow,04-03-2014,Gold,Grocery,M,109950.00
21153,Surat,31-03-2014,Silver,Entertainment,M,238495.00
21154,Surat,14-12-2014,Signature,Bills,M,111711.00
21155,Chennai,07-11-2014,Signature,Fuel,F,32793.00
21156,Surat,15-04-2015,Silver,Grocery,M,105146.00
21157,Hyderabad,23-04-2015,Silver,Food,M,44125.00
21158,Jaipur,29-03-2014,Gold,Food,F,189585.00
21159,Surat,21-03-2015,Silver,Bills,M,142134.00
21160,Chennai,20-01-2014,Gold,Fuel,F,114764.00
21161,Kanpur,05-01-2014,Signature,Food,F,60226.00
21162,Jaipur,21-06-2014,Signature,Grocery,F,254555.00
21163,Kolkata,03-01-2014,Silver,Fuel,M,69046.00
21164,Jaipur,29-01-2014,Signature,Fuel,F,135168.00
21165,Hyderabad,06-09-2014,Signature,Fuel,M,24790.00
21166,Hyderabad,26-08-2014,Signature,Grocery,F,154678.00
21167,Kanpur,15-09-2014,Silver,Fuel,M,239446.00
21168,Surat,10-12-2014,Signature,Bills,M,254502.00
21169,Kolkata,11-01-2015,Platinum,Grocery,F,88455.00
21170,Kolkata,01-01-2015,Silver,Food,M,216117.00
21171,Chennai,04-10-2014,Silver,Food,M,92725.00
21172,Surat,08-01-2014,Gold,Food,M,207447.00
21173,Jaipur,09-10-2013,Signature,Fuel,F,280252.00
21174,Chennai,29-07-2014,Platinum,Fuel,M,94824.00
21175,Lucknow,23-11-2013,Gold,Fuel,M,259754.00
21176,Kolkata,28-01-2014,Silver,Food,F,294124.00
21177,Hyderabad,29-01-2015,Signature,Entertainment,F,160655.00
21178,Pune,20-01-2015,Platinum,Grocery,M,10666.00
21179,Lucknow,06-11-2014,Platinum,Fuel,M,81217.00
21180,Lucknow,29-12-2014,Silver,Fuel,F,26109.00
21181,Pune,28-10-2014,Silver,Fuel,F,208433.00
21182,Surat,09-02-2014,Gold,Food,M,140554.00
21183,Kanpur,16-02-2015,Signature,Entertainment,M,147636.00
21184,Kanpur,11-04-2015,Signature,Food,F,262716.00
21185,Pune,03-03-2015,Silver,Entertainment,M,174308.00
21186,Kolkata,01-09-2014,Platinum,Entertainment,F,103110.00
21187,Hyderabad,25-05-2014,Silver,Food,M,135308.00
21188,Surat,30-12-2014,Signature,Entertainment,M,226687.00
21189,Pune,23-02-2015,Gold,Grocery,F,265804.00
21190,Jaipur,21-10-2013,Signature,Bills,M,125309.00
21191,Jaipur,01-12-2013,Silver,Grocery,M,204299.00
21192,Chennai,20-10-2013,Signature,Grocery,F,41350.00
21193,Kanpur,01-10-2014,Gold,Grocery,F,241363.00
21194,Chennai,26-08-2014,Signature,Bills,F,295122.00
21195,Lucknow,11-09-2014,Signature,Entertainment,F,64910.00
21196,Pune,29-09-2014,Gold,Bills,M,5177.00
21197,Kolkata,12-09-2014,Signature,Grocery,M,216616.00
21198,Pune,31-10-2014,Gold,Food,F,3935.00
21199,Chennai,09-10-2014,Silver,Fuel,M,248890.00
21200,Kolkata,11-09-2014,Platinum,Entertainment,F,211653.00
21201,Pune,21-02-2014,Silver,Entertainment,M,282065.00
21202,Kolkata,27-11-2014,Silver,Entertainment,F,131051.00
21203,Hyderabad,12-02-2014,Signature,Bills,F,38233.00
21204,Hyderabad,10-09-2014,Silver,Grocery,M,185229.00
21205,Jaipur,09-04-2015,Platinum,Grocery,F,193349.00
21206,Lucknow,14-03-2014,Silver,Bills,F,271154.00
21207,Lucknow,23-11-2013,Platinum,Grocery,M,114354.00
21208,Kolkata,24-12-2013,Gold,Grocery,M,171158.00
21209,Kanpur,08-10-2013,Gold,Entertainment,F,220014.00
21210,Jaipur,15-11-2013,Signature,Grocery,M,119458.00
21211,Surat,14-07-2014,Gold,Grocery,F,261228.00
21212,Lucknow,14-12-2013,Platinum,Bills,F,285159.00
21213,Surat,30-08-2014,Signature,Entertainment,F,238888.00
21214,Chennai,08-03-2015,Signature,Fuel,M,229597.00
21215,Hyderabad,09-05-2015,Platinum,Food,M,63799.00
21216,Lucknow,12-09-2014,Gold,Grocery,F,109508.00
21217,Hyderabad,19-02-2014,Signature,Grocery,M,266234.00
21218,Chennai,26-02-2014,Silver,Food,F,201523.00
